"","Hashtags","Count","Freq"
"2881","Uae",72963,0.00766768421543708
"837","Donateplasmasavelives",72400,0.00538061954170371
"480","Chennai",71829,0.00628556971762612
"759","Datascience",71569,0.00679658471236206
"2648","Taiwancanhelp",71568,0.00909186796925745
"2919","Usnscomfort",71483,0.00938062499686736
"2566","Staysafestayhome",71480,0.00945793037892444
"1723","Michigan",71356,0.00863508486134716
"1623","Machinelearning",71350,0.00698850311683014
"2199","Qanon2020",71299,0.00794785947111543
"777","Demcast",71159,0.00738572864474599
"1312","Innerengineeringonline",71122,0.00554783761946272
"1672","Masks4all",70871,0.0078695385201389
"330","Blackpink",70687,0.00537068904719906
"1286","Indiafightscoronavirus",70590,0.00883856374969512
"2980","Votebymail",70430,0.00749008121237176
"2055","Pmcaresfund",70080,0.00918809533236128
"1860","Newzealand",70014,0.00718828066005972
"2523","Springst",69904,0.00532823280813048
"1021","Freedom",69785,0.00613786876550123
"2773","Travel",69469,0.00645818232134728
"2216","R4today",69289,0.00679060277233006
"1458","Karnataka",69228,0.00662793975043951
"442","Caresact",69207,0.00903287247050233
"1817","Nature",69102,0.00711708015693365
"1452","Kanikakapoor",69006,0.0112872366683563
"817","Doctors",68727,0.00814528612181559
"415","Cancelcompartmentexams2020",68671,0.00510026811811982
"1178","Healthyathome",68641,0.00871466072283797
"2723","Thread",68002,0.00658148285434964
"462","Ccpchina",67594,0.00566390254034742
"1252","Hydroxycloroquine",67379,0.0084607637864512
"2232","Rajasthan",67280,0.00798934690643488
"2068","Police",67116,0.00745183866037916
"1953","Ontario",67025,0.00700945707613095
"2198","Qanon2018",66986,0.00744347645669766
"424","Cancelfinalyearexams",66884,0.00495742390447113
"150","Animalcrossing",66835,0.0102785926510447
"71","Acnh",66704,0.0103448601475955
"3068","Whitehouse",66599,0.00572649730434885
"476","Charleslieber",66489,0.00855159807579075
"1751","Modijihelpjeeneet",65920,0.00494104253898829
"1199","Hiv",65625,0.00654608675846896
"2760","Toronto",65607,0.00650457722373458
